"ITTER107","Territorio","TIPO_DATO14","Tipo dato","BARRARCH","Ambiente scolastico","PRESENZA","Presenza","ORDINESCOL","Ordine scolastico","NATGIUR","Tipo di gestione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","2","privata","2018","2018",29.93,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","2","privata","2019","2019",30.04,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2010","2010",39.28,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2011","2011",30.65,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2012","2012",36.38,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2013","2013",25.96,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2014","2014",37.51,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2015","2015",2.67,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2016","2016",34.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2017","2017",35.82,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2018","2018",30.27,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","2","privata","2019","2019",34.17,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2010","2010",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2011","2011",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2012","2012",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","2","primaria","2","privata","2019","2019",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2010","2010",37.96,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2011","2011",37.55,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2012","2012",37.64,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2013","2013",44.22,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2014","2014",35.23,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2015","2015",55.88,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2016","2016",39.52,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2017","2017",41.92,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2018","2018",43.9,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","3","secondaria I grado","2","privata","2019","2019",39.53,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2010","2010",31.93,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2011","2011",31.05,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2012","2012",29.72,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2013","2013",34.1,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2014","2014",29.26,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2015","2015",41.81,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2016","2016",31.65,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2017","2017",27.69,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2018","2018",30.49,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","3","secondaria I grado","2","privata","2019","2019",31.34,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2010","2010",30.11,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2011","2011",31.41,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2012","2012",32.64,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2013","2013",21.68,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2014","2014",35.51,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2015","2015",2.31,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2016","2016",28.83,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2017","2017",30.39,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2018","2018",25.61,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","3","secondaria I grado","2","privata","2019","2019",29.13,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2010","2010",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2011","2011",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2012","2012",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","9","totale","3","secondaria I grado","2","privata","2019","2019",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2010","2010",52.48,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2011","2011",56.71,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2012","2012",56.57,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2013","2013",58.34,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2014","2014",54.76,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2015","2015",65.2,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2016","2016",60.44,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2017","2017",59.24,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2018","2018",61.7,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","1","presenza servizio","2","primaria","9","totale","2019","2019",56.91,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2010","2010",29.69,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2011","2011",31.45,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2012","2012",30.04,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2013","2013",31.72,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2014","2014",29.05,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2015","2015",33.97,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2016","2016",31.1,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2017","2017",28.81,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2018","2018",28.69,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","2","assenza servizio","2","primaria","9","totale","2019","2019",34.74,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","1","accesso con rampe","3","non risponde","2","primaria","9","totale","2010","2010",17.83,,
