ID;Nome;Area;Regione;Provincia
078027;Carpanzano;Sud;Calabria;Cosenza
078029;Cassano all'Ionio;Sud;Calabria;Cosenza
078030;Castiglione Cosentino;Sud;Calabria;Cosenza
078031;Castrolibero;Sud;Calabria;Cosenza
078032;Castroregio;Sud;Calabria;Cosenza
078033;Castrovillari;Sud;Calabria;Cosenza
078034;Celico;Sud;Calabria;Cosenza
078035;Cellara;Sud;Calabria;Cosenza
078036;Cerchiara di Calabria;Sud;Calabria;Cosenza
078037;Cerisano;Sud;Calabria;Cosenza
078038;Cervicati;Sud;Calabria;Cosenza
078039;Cerzeto;Sud;Calabria;Cosenza
078040;Cetraro;Sud;Calabria;Cosenza
078041;Civita;Sud;Calabria;Cosenza
078042;Cleto;Sud;Calabria;Cosenza
078043;Colosimi;Sud;Calabria;Cosenza
078045;Cosenza;Sud;Calabria;Cosenza
078046;Cropalati;Sud;Calabria;Cosenza
078047;Crosia;Sud;Calabria;Cosenza
078048;Diamante;Sud;Calabria;Cosenza
078049;Dipignano;Sud;Calabria;Cosenza
078050;Domanico;Sud;Calabria;Cosenza
078051;Fagnano Castello;Sud;Calabria;Cosenza
078052;Falconara Albanese;Sud;Calabria;Cosenza
078053;Figline Vegliaturo;Sud;Calabria;Cosenza
078054;Firmo;Sud;Calabria;Cosenza
078055;Fiumefreddo Bruzio;Sud;Calabria;Cosenza
078056;Francavilla Marittima;Sud;Calabria;Cosenza
078057;Frascineto;Sud;Calabria;Cosenza
078058;Fuscaldo;Sud;Calabria;Cosenza
078059;Grimaldi;Sud;Calabria;Cosenza
078060;Grisolia;Sud;Calabria;Cosenza
078061;Guardia Piemontese;Sud;Calabria;Cosenza
078062;Lago;Sud;Calabria;Cosenza
078063;Laino Borgo;Sud;Calabria;Cosenza
078064;Laino Castello;Sud;Calabria;Cosenza
078065;Lappano;Sud;Calabria;Cosenza
078066;Lattarico;Sud;Calabria;Cosenza
078067;Longobardi;Sud;Calabria;Cosenza
078068;Longobucco;Sud;Calabria;Cosenza
078069;Lungro;Sud;Calabria;Cosenza
078070;Luzzi;Sud;Calabria;Cosenza
078071;Maierà;Sud;Calabria;Cosenza
078072;Malito;Sud;Calabria;Cosenza
078073;Malvito;Sud;Calabria;Cosenza
078074;Mandatoriccio;Sud;Calabria;Cosenza
078075;Mangone;Sud;Calabria;Cosenza
078076;Marano Marchesato;Sud;Calabria;Cosenza
078077;Marano Principato;Sud;Calabria;Cosenza
078078;Marzi;Sud;Calabria;Cosenza
078079;Mendicino;Sud;Calabria;Cosenza
078080;Mongrassano;Sud;Calabria;Cosenza
078081;Montalto Uffugo;Sud;Calabria;Cosenza
078082;Montegiordano;Sud;Calabria;Cosenza
078083;Morano Calabro;Sud;Calabria;Cosenza
078084;Mormanno;Sud;Calabria;Cosenza
078085;Mottafollone;Sud;Calabria;Cosenza
078086;Nocara;Sud;Calabria;Cosenza
078087;Oriolo;Sud;Calabria;Cosenza
078088;Orsomarso;Sud;Calabria;Cosenza
078089;Paludi;Sud;Calabria;Cosenza
078090;Panettieri;Sud;Calabria;Cosenza
078091;Paola;Sud;Calabria;Cosenza
078092;Papasidero;Sud;Calabria;Cosenza
078093;Parenti;Sud;Calabria;Cosenza
078094;Paterno Calabro;Sud;Calabria;Cosenza
078096;Pedivigliano;Sud;Calabria;Cosenza
078097;Piane Crati;Sud;Calabria;Cosenza
078098;Pietrafitta;Sud;Calabria;Cosenza
078099;Pietrapaola;Sud;Calabria;Cosenza
078100;Plataci;Sud;Calabria;Cosenza
078101;Praia a Mare;Sud;Calabria;Cosenza
078102;Rende;Sud;Calabria;Cosenza
078103;Rocca Imperiale;Sud;Calabria;Cosenza
078104;Roggiano Gravina;Sud;Calabria;Cosenza
078105;Rogliano;Sud;Calabria;Cosenza
078106;Rose;Sud;Calabria;Cosenza
078107;Roseto Capo Spulico;Sud;Calabria;Cosenza
078109;Rota Greca;Sud;Calabria;Cosenza
078110;Rovito;Sud;Calabria;Cosenza
078111;San Basile;Sud;Calabria;Cosenza
078112;San Benedetto Ullano;Sud;Calabria;Cosenza
078113;San Cosmo Albanese;Sud;Calabria;Cosenza
078114;San Demetrio Corone;Sud;Calabria;Cosenza
078115;San Donato di Ninea;Sud;Calabria;Cosenza
078116;San Fili;Sud;Calabria;Cosenza
078117;Sangineto;Sud;Calabria;Cosenza
078118;San Giorgio Albanese;Sud;Calabria;Cosenza
078119;San Giovanni in Fiore;Sud;Calabria;Cosenza
078120;San Lorenzo Bellizzi;Sud;Calabria;Cosenza
078121;San Lorenzo del Vallo;Sud;Calabria;Cosenza
078122;San Lucido;Sud;Calabria;Cosenza
078123;San Marco Argentano;Sud;Calabria;Cosenza
078124;San Martino di Finita;Sud;Calabria;Cosenza
078125;San Nicola Arcella;Sud;Calabria;Cosenza
078126;San Pietro in Amantea;Sud;Calabria;Cosenza
078127;San Pietro in Guarano;Sud;Calabria;Cosenza
078128;San Sosti;Sud;Calabria;Cosenza
078129;Santa Caterina Albanese;Sud;Calabria;Cosenza
078130;Santa Domenica Talao;Sud;Calabria;Cosenza
078131;Sant'Agata di Esaro;Sud;Calabria;Cosenza
078132;Santa Maria del Cedro;Sud;Calabria;Cosenza
078133;Santa Sofia d'Epiro;Sud;Calabria;Cosenza
078134;Santo Stefano di Rogliano;Sud;Calabria;Cosenza
078135;San Vincenzo La Costa;Sud;Calabria;Cosenza
078136;Saracena;Sud;Calabria;Cosenza
078137;Scala Coeli;Sud;Calabria;Cosenza
078138;Scalea;Sud;Calabria;Cosenza
078139;Scigliano;Sud;Calabria;Cosenza
078140;Serra d'Aiello;Sud;Calabria;Cosenza
078142;Spezzano Albanese;Sud;Calabria;Cosenza
078143;Spezzano della Sila;Sud;Calabria;Cosenza
078145;Tarsia;Sud;Calabria;Cosenza
078146;Terranova da Sibari;Sud;Calabria;Cosenza
078147;Terravecchia;Sud;Calabria;Cosenza
078148;Torano Castello;Sud;Calabria;Cosenza
078149;Tortora;Sud;Calabria;Cosenza
078150;Trebisacce;Sud;Calabria;Cosenza
078152;Vaccarizzo Albanese;Sud;Calabria;Cosenza
078153;Verbicaro;Sud;Calabria;Cosenza
078154;Villapiana;Sud;Calabria;Cosenza
078155;Zumpano;Sud;Calabria;Cosenza
078156;Casali del Manco;Sud;Calabria;Cosenza
078157;Corigliano-Rossano;Sud;Calabria;Cosenza
079002;Albi;Sud;Calabria;Catanzaro
079003;Amaroni;Sud;Calabria;Catanzaro
079004;Amato;Sud;Calabria;Catanzaro
079005;Andali;Sud;Calabria;Catanzaro
079007;Argusto;Sud;Calabria;Catanzaro
079008;Badolato;Sud;Calabria;Catanzaro
079009;Belcastro;Sud;Calabria;Catanzaro
079011;Borgia;Sud;Calabria;Catanzaro
079012;Botricello;Sud;Calabria;Catanzaro
079017;Caraffa di Catanzaro;Sud;Calabria;Catanzaro
079018;Cardinale;Sud;Calabria;Catanzaro
079020;Carlopoli;Sud;Calabria;Catanzaro
079023;Catanzaro;Sud;Calabria;Catanzaro
079024;Cenadi;Sud;Calabria;Catanzaro
079025;Centrache;Sud;Calabria;Catanzaro
079027;Cerva;Sud;Calabria;Catanzaro
079029;Chiaravalle Centrale;Sud;Calabria;Catanzaro
079030;Cicala;Sud;Calabria;Catanzaro
079033;Conflenti;Sud;Calabria;Catanzaro
079034;Cortale;Sud;Calabria;Catanzaro
079036;Cropani;Sud;Calabria;Catanzaro
079039;Curinga;Sud;Calabria;Catanzaro
079042;Davoli;Sud;Calabria;Catanzaro
079043;Decollatura;Sud;Calabria;Catanzaro
079047;Falerna;Sud;Calabria;Catanzaro
079048;Feroleto Antico;Sud;Calabria;Catanzaro
079052;Fossato Serralta;Sud;Calabria;Catanzaro
079055;Gagliato;Sud;Calabria;Catanzaro
079056;Gasperina;Sud;Calabria;Catanzaro
079058;Gimigliano;Sud;Calabria;Catanzaro
079059;Girifalco;Sud;Calabria;Catanzaro
079060;Gizzeria;Sud;Calabria;Catanzaro
079061;Guardavalle;Sud;Calabria;Catanzaro
079063;Isca sullo Ionio;Sud;Calabria;Catanzaro
079065;Jacurso;Sud;Calabria;Catanzaro
079068;Magisano;Sud;Calabria;Catanzaro
079069;Maida;Sud;Calabria;Catanzaro
079071;Marcedusa;Sud;Calabria;Catanzaro
079072;Marcellinara;Sud;Calabria;Catanzaro
079073;Martirano;Sud;Calabria;Catanzaro
079074;Martirano Lombardo;Sud;Calabria;Catanzaro
079077;Miglierina;Sud;Calabria;Catanzaro
079080;Montauro;Sud;Calabria;Catanzaro
079081;Montepaone;Sud;Calabria;Catanzaro
079083;Motta Santa Lucia;Sud;Calabria;Catanzaro
079087;Nocera Terinese;Sud;Calabria;Catanzaro
079088;Olivadi;Sud;Calabria;Catanzaro
079089;Palermiti;Sud;Calabria;Catanzaro
079092;Pentone;Sud;Calabria;Catanzaro
079094;Petrizzi;Sud;Calabria;Catanzaro
079095;Petronà;Sud;Calabria;Catanzaro
079096;Pianopoli;Sud;Calabria;Catanzaro
079099;Platania;Sud;Calabria;Catanzaro
079108;San Floro;Sud;Calabria;Catanzaro
079110;San Mango d'Aquino;Sud;Calabria;Catanzaro
079114;San Pietro a Maida;Sud;Calabria;Catanzaro
079115;San Pietro Apostolo;Sud;Calabria;Catanzaro
079116;San Sostene;Sud;Calabria;Catanzaro
079117;Santa Caterina dello Ionio;Sud;Calabria;Catanzaro
079118;Sant'Andrea Apostolo dello Ionio;Sud;Calabria;Catanzaro
079122;San Vito sullo Ionio;Sud;Calabria;Catanzaro
079123;Satriano;Sud;Calabria;Catanzaro
079126;Sellia;Sud;Calabria;Catanzaro
079127;Sellia Marina;Sud;Calabria;Catanzaro
079129;Serrastretta;Sud;Calabria;Catanzaro
079130;Sersale;Sud;Calabria;Catanzaro
079131;Settingiano;Sud;Calabria;Catanzaro
079133;Simeri Crichi;Sud;Calabria;Catanzaro
079134;Sorbo San Basile;Sud;Calabria;Catanzaro
079137;Soverato;Sud;Calabria;Catanzaro
079138;Soveria Mannelli;Sud;Calabria;Catanzaro
079139;Soveria Simeri;Sud;Calabria;Catanzaro
079142;Squillace;Sud;Calabria;Catanzaro
079143;Stalettì;Sud;Calabria;Catanzaro
079146;Taverna;Sud;Calabria;Catanzaro
079147;Tiriolo;Sud;Calabria;Catanzaro
079148;Torre di Ruggiero;Sud;Calabria;Catanzaro
079151;Vallefiorita;Sud;Calabria;Catanzaro
079157;Zagarise;Sud;Calabria;Catanzaro
079160;Lamezia Terme;Sud;Calabria;Catanzaro
080001;Africo;Sud;Calabria;Reggio Calabria
080002;Agnana Calabra;Sud;Calabria;Reggio Calabria
080003;Anoia;Sud;Calabria;Reggio Calabria
080004;Antonimina;Sud;Calabria;Reggio Calabria
080005;Ardore;Sud;Calabria;Reggio Calabria
080006;Bagaladi;Sud;Calabria;Reggio Calabria
080007;Bagnara Calabra;Sud;Calabria;Reggio Calabria
080008;Benestare;Sud;Calabria;Reggio Calabria
080009;Bianco;Sud;Calabria;Reggio Calabria
080010;Bivongi;Sud;Calabria;Reggio Calabria
080011;Bova;Sud;Calabria;Reggio Calabria
080012;Bovalino;Sud;Calabria;Reggio Calabria
080013;Bova Marina;Sud;Calabria;Reggio Calabria
080014;Brancaleone;Sud;Calabria;Reggio Calabria
080015;Bruzzano Zeffirio;Sud;Calabria;Reggio Calabria
080016;Calanna;Sud;Calabria;Reggio Calabria
080017;Camini;Sud;Calabria;Reggio Calabria
080018;Campo Calabro;Sud;Calabria;Reggio Calabria
080019;Candidoni;Sud;Calabria;Reggio Calabria
080020;Canolo;Sud;Calabria;Reggio Calabria
080021;Caraffa del Bianco;Sud;Calabria;Reggio Calabria
080022;Cardeto;Sud;Calabria;Reggio Calabria
080023;Careri;Sud;Calabria;Reggio Calabria
080024;Casignana;Sud;Calabria;Reggio Calabria
080025;Caulonia;Sud;Calabria;Reggio Calabria
080026;Ciminà;Sud;Calabria;Reggio Calabria
080027;Cinquefrondi;Sud;Calabria;Reggio Calabria
080028;Cittanova;Sud;Calabria;Reggio Calabria
080029;Condofuri;Sud;Calabria;Reggio Calabria
080030;Cosoleto;Sud;Calabria;Reggio Calabria
080031;Delianuova;Sud;Calabria;Reggio Calabria
080032;Feroleto della Chiesa;Sud;Calabria;Reggio Calabria
080033;Ferruzzano;Sud;Calabria;Reggio Calabria
080034;Fiumara;Sud;Calabria;Reggio Calabria
080035;Galatro;Sud;Calabria;Reggio Calabria
080036;Gerace;Sud;Calabria;Reggio Calabria
080037;Giffone;Sud;Calabria;Reggio Calabria
080038;Gioia Tauro;Sud;Calabria;Reggio Calabria
080039;Gioiosa Ionica;Sud;Calabria;Reggio Calabria
080040;Grotteria;Sud;Calabria;Reggio Calabria
080041;Laganadi;Sud;Calabria;Reggio Calabria
080042;Laureana di Borrello;Sud;Calabria;Reggio Calabria
080043;Locri;Sud;Calabria;Reggio Calabria
080044;Mammola;Sud;Calabria;Reggio Calabria
080045;Marina di Gioiosa Ionica;Sud;Calabria;Reggio Calabria
080046;Maropati;Sud;Calabria;Reggio Calabria
080047;Martone;Sud;Calabria;Reggio Calabria
080048;Melicuccà;Sud;Calabria;Reggio Calabria
080049;Melicucco;Sud;Calabria;Reggio Calabria
080050;Melito di Porto Salvo;Sud;Calabria;Reggio Calabria
080051;Molochio;Sud;Calabria;Reggio Calabria
080052;Monasterace;Sud;Calabria;Reggio Calabria
080053;Montebello Jonico;Sud;Calabria;Reggio Calabria
080054;Motta San Giovanni;Sud;Calabria;Reggio Calabria
080055;Oppido Mamertina;Sud;Calabria;Reggio Calabria
080056;Palizzi;Sud;Calabria;Reggio Calabria
080057;Palmi;Sud;Calabria;Reggio Calabria
080058;Pazzano;Sud;Calabria;Reggio Calabria
080059;Placanica;Sud;Calabria;Reggio Calabria
080060;Platì;Sud;Calabria;Reggio Calabria
080061;Polistena;Sud;Calabria;Reggio Calabria
080062;Portigliola;Sud;Calabria;Reggio Calabria
080063;Reggio di Calabria;Sud;Calabria;Reggio Calabria
080064;Riace;Sud;Calabria;Reggio Calabria
080065;Rizziconi;Sud;Calabria;Reggio Calabria
080066;Roccaforte del Greco;Sud;Calabria;Reggio Calabria
080067;Roccella Ionica;Sud;Calabria;Reggio Calabria
080068;Roghudi;Sud;Calabria;Reggio Calabria
080069;Rosarno;Sud;Calabria;Reggio Calabria
080070;Samo;Sud;Calabria;Reggio Calabria
080071;San Giorgio Morgeto;Sud;Calabria;Reggio Calabria
080072;San Giovanni di Gerace;Sud;Calabria;Reggio Calabria
080073;San Lorenzo;Sud;Calabria;Reggio Calabria
080074;San Luca;Sud;Calabria;Reggio Calabria
080075;San Pietro di Caridà;Sud;Calabria;Reggio Calabria
080076;San Procopio;Sud;Calabria;Reggio Calabria
080077;San Roberto;Sud;Calabria;Reggio Calabria
080078;Santa Cristina d'Aspromonte;Sud;Calabria;Reggio Calabria
080079;Sant'Agata del Bianco;Sud;Calabria;Reggio Calabria
080080;Sant'Alessio in Aspromonte;Sud;Calabria;Reggio Calabria
080081;Sant'Eufemia d'Aspromonte;Sud;Calabria;Reggio Calabria
080082;Sant'Ilario dello Ionio;Sud;Calabria;Reggio Calabria
080083;Santo Stefano in Aspromonte;Sud;Calabria;Reggio Calabria
080084;Scido;Sud;Calabria;Reggio Calabria
080085;Scilla;Sud;Calabria;Reggio Calabria
080086;Seminara;Sud;Calabria;Reggio Calabria
080087;Serrata;Sud;Calabria;Reggio Calabria
080088;Siderno;Sud;Calabria;Reggio Calabria
080089;Sinopoli;Sud;Calabria;Reggio Calabria
080090;Staiti;Sud;Calabria;Reggio Calabria
080091;Stignano;Sud;Calabria;Reggio Calabria
080092;Stilo;Sud;Calabria;Reggio Calabria
080093;Taurianova;Sud;Calabria;Reggio Calabria
080094;Terranova Sappo Minulio;Sud;Calabria;Reggio Calabria
080095;Varapodio;Sud;Calabria;Reggio Calabria
080096;Villa San Giovanni;Sud;Calabria;Reggio Calabria
080097;San Ferdinando;Sud;Calabria;Reggio Calabria
101001;Belvedere di Spinello;Sud;Calabria;Crotone
101002;Caccuri;Sud;Calabria;Crotone
101003;Carfizzi;Sud;Calabria;Crotone
101004;Casabona;Sud;Calabria;Crotone
101005;Castelsilano;Sud;Calabria;Crotone
101006;Cerenzia;Sud;Calabria;Crotone
101007;Cirò;Sud;Calabria;Crotone
101008;Cirò Marina;Sud;Calabria;Crotone
101009;Cotronei;Sud;Calabria;Crotone
101010;Crotone;Sud;Calabria;Crotone
101011;Crucoli;Sud;Calabria;Crotone
101012;Cutro;Sud;Calabria;Crotone
101013;Isola di Capo Rizzuto;Sud;Calabria;Crotone
101014;Melissa;Sud;Calabria;Crotone
101015;Mesoraca;Sud;Calabria;Crotone
101016;Pallagorio;Sud;Calabria;Crotone
101017;Petilia Policastro;Sud;Calabria;Crotone
101018;Roccabernarda;Sud;Calabria;Crotone
101019;Rocca di Neto;Sud;Calabria;Crotone
101020;San Mauro Marchesato;Sud;Calabria;Crotone
101021;San Nicola dell'Alto;Sud;Calabria;Crotone
101022;Santa Severina;Sud;Calabria;Crotone
101023;Savelli;Sud;Calabria;Crotone
101024;Scandale;Sud;Calabria;Crotone
101025;Strongoli;Sud;Calabria;Crotone
101026;Umbriatico;Sud;Calabria;Crotone
101027;Verzino;Sud;Calabria;Crotone
102001;Acquaro;Sud;Calabria;Vibo Valentia
102002;Arena;Sud;Calabria;Vibo Valentia
102003;Briatico;Sud;Calabria;Vibo Valentia
102004;Brognaturo;Sud;Calabria;Vibo Valentia
102005;Capistrano;Sud;Calabria;Vibo Valentia
102006;Cessaniti;Sud;Calabria;Vibo Valentia
102007;Dasà;Sud;Calabria;Vibo Valentia
102008;Dinami;Sud;Calabria;Vibo Valentia
102009;Drapia;Sud;Calabria;Vibo Valentia
102010;Fabrizia;Sud;Calabria;Vibo Valentia
102011;Filadelfia;Sud;Calabria;Vibo Valentia
102012;Filandari;Sud;Calabria;Vibo Valentia
102013;Filogaso;Sud;Calabria;Vibo Valentia
102014;Francavilla Angitola;Sud;Calabria;Vibo Valentia
102015;Francica;Sud;Calabria;Vibo Valentia
102016;Gerocarne;Sud;Calabria;Vibo Valentia
102017;Ionadi;Sud;Calabria;Vibo Valentia
102018;Joppolo;Sud;Calabria;Vibo Valentia
102019;Limbadi;Sud;Calabria;Vibo Valentia
102020;Maierato;Sud;Calabria;Vibo Valentia
102021;Mileto;Sud;Calabria;Vibo Valentia
102022;Mongiana;Sud;Calabria;Vibo Valentia
102023;Monterosso Calabro;Sud;Calabria;Vibo Valentia
102024;Nardodipace;Sud;Calabria;Vibo Valentia
102025;Nicotera;Sud;Calabria;Vibo Valentia
102026;Parghelia;Sud;Calabria;Vibo Valentia
102027;Pizzo;Sud;Calabria;Vibo Valentia
102028;Pizzoni;Sud;Calabria;Vibo Valentia
102029;Polia;Sud;Calabria;Vibo Valentia
102030;Ricadi;Sud;Calabria;Vibo Valentia
102031;Rombiolo;Sud;Calabria;Vibo Valentia
102032;San Calogero;Sud;Calabria;Vibo Valentia
102033;San Costantino Calabro;Sud;Calabria;Vibo Valentia
102034;San Gregorio d'Ippona;Sud;Calabria;Vibo Valentia
102035;San Nicola da Crissa;Sud;Calabria;Vibo Valentia
102036;Sant'Onofrio;Sud;Calabria;Vibo Valentia
102037;Serra San Bruno;Sud;Calabria;Vibo Valentia
102038;Simbario;Sud;Calabria;Vibo Valentia
102039;Sorianello;Sud;Calabria;Vibo Valentia
102040;Soriano Calabro;Sud;Calabria;Vibo Valentia
102041;Spadola;Sud;Calabria;Vibo Valentia
102042;Spilinga;Sud;Calabria;Vibo Valentia
102043;Stefanaconi;Sud;Calabria;Vibo Valentia
102044;Tropea;Sud;Calabria;Vibo Valentia
102045;Vallelonga;Sud;Calabria;Vibo Valentia
102046;Vazzano;Sud;Calabria;Vibo Valentia
102047;Vibo Valentia;Sud;Calabria;Vibo Valentia
102048;Zaccanopoli;Sud;Calabria;Vibo Valentia
102049;Zambrone;Sud;Calabria;Vibo Valentia
102050;Zungri;Sud;Calabria;Vibo Valentia
081001;Alcamo;Isole;Sicilia;Trapani
081002;Buseto Palizzolo;Isole;Sicilia;Trapani
081003;Calatafimi-Segesta;Isole;Sicilia;Trapani
081004;Campobello di Mazara;Isole;Sicilia;Trapani
081005;Castellammare del Golfo;Isole;Sicilia;Trapani
081006;Castelvetrano;Isole;Sicilia;Trapani
081007;Custonaci;Isole;Sicilia;Trapani
081008;Erice;Isole;Sicilia;Trapani
081009;Favignana;Isole;Sicilia;Trapani
081010;Gibellina;Isole;Sicilia;Trapani
081011;Marsala;Isole;Sicilia;Trapani
081012;Mazara del Vallo;Isole;Sicilia;Trapani
081013;Paceco;Isole;Sicilia;Trapani
081014;Pantelleria;Isole;Sicilia;Trapani
081015;Partanna;Isole;Sicilia;Trapani
081016;Poggioreale;Isole;Sicilia;Trapani
081017;Salaparuta;Isole;Sicilia;Trapani
081018;Salemi;Isole;Sicilia;Trapani
081019;Santa Ninfa;Isole;Sicilia;Trapani
081020;San Vito Lo Capo;Isole;Sicilia;Trapani
081021;Trapani;Isole;Sicilia;Trapani
081022;Valderice;Isole;Sicilia;Trapani
081023;Vita;Isole;Sicilia;Trapani
081024;Petrosino;Isole;Sicilia;Trapani
081025;Misiliscemi;Isole;Sicilia;Trapani
082001;Alia;Isole;Sicilia;Palermo
082002;Alimena;Isole;Sicilia;Palermo
082003;Aliminusa;Isole;Sicilia;Palermo
082004;Altavilla Milicia;Isole;Sicilia;Palermo
082005;Altofonte;Isole;Sicilia;Palermo
082006;Bagheria;Isole;Sicilia;Palermo
082007;Balestrate;Isole;Sicilia;Palermo
082008;Baucina;Isole;Sicilia;Palermo
082009;Belmonte Mezzagno;Isole;Sicilia;Palermo
082010;Bisacquino;Isole;Sicilia;Palermo
082011;Bolognetta;Isole;Sicilia;Palermo
082012;Bompietro;Isole;Sicilia;Palermo
082013;Borgetto;Isole;Sicilia;Palermo
082014;Caccamo;Isole;Sicilia;Palermo
082015;Caltavuturo;Isole;Sicilia;Palermo
082016;Campofelice di Fitalia;Isole;Sicilia;Palermo
082017;Campofelice di Roccella;Isole;Sicilia;Palermo
082018;Campofiorito;Isole;Sicilia;Palermo
082019;Camporeale;Isole;Sicilia;Palermo
082020;Capaci;Isole;Sicilia;Palermo
082021;Carini;Isole;Sicilia;Palermo
082022;Castelbuono;Isole;Sicilia;Palermo
082023;Casteldaccia;Isole;Sicilia;Palermo
082024;Castellana Sicula;Isole;Sicilia;Palermo
082025;Castronovo di Sicilia;Isole;Sicilia;Palermo
082026;Cefalà Diana;Isole;Sicilia;Palermo
082027;Cefalù;Isole;Sicilia;Palermo
082028;Cerda;Isole;Sicilia;Palermo
082029;Chiusa Sclafani;Isole;Sicilia;Palermo
082030;Ciminna;Isole;Sicilia;Palermo
082031;Cinisi;Isole;Sicilia;Palermo
082032;Collesano;Isole;Sicilia;Palermo
082033;Contessa Entellina;Isole;Sicilia;Palermo
082034;Corleone;Isole;Sicilia;Palermo
082035;Ficarazzi;Isole;Sicilia;Palermo
082036;Gangi;Isole;Sicilia;Palermo
082037;Geraci Siculo;Isole;Sicilia;Palermo
082038;Giardinello;Isole;Sicilia;Palermo
082039;Giuliana;Isole;Sicilia;Palermo
082040;Godrano;Isole;Sicilia;Palermo
082041;Gratteri;Isole;Sicilia;Palermo
082042;Isnello;Isole;Sicilia;Palermo
082043;Isola delle Femmine;Isole;Sicilia;Palermo
082044;Lascari;Isole;Sicilia;Palermo
082045;Lercara Friddi;Isole;Sicilia;Palermo
082046;Marineo;Isole;Sicilia;Palermo
082047;Mezzojuso;Isole;Sicilia;Palermo
082048;Misilmeri;Isole;Sicilia;Palermo
082049;Monreale;Isole;Sicilia;Palermo
082050;Montelepre;Isole;Sicilia;Palermo
082051;Montemaggiore Belsito;Isole;Sicilia;Palermo
082052;Palazzo Adriano;Isole;Sicilia;Palermo
082053;Palermo;Isole;Sicilia;Palermo
082054;Partinico;Isole;Sicilia;Palermo
082055;Petralia Soprana;Isole;Sicilia;Palermo
082056;Petralia Sottana;Isole;Sicilia;Palermo
082057;Piana degli Albanesi;Isole;Sicilia;Palermo
082058;Polizzi Generosa;Isole;Sicilia;Palermo
082059;Pollina;Isole;Sicilia;Palermo
082060;Prizzi;Isole;Sicilia;Palermo
082061;Roccamena;Isole;Sicilia;Palermo
082062;Roccapalumba;Isole;Sicilia;Palermo
082063;San Cipirello;Isole;Sicilia;Palermo
082064;San Giuseppe Jato;Isole;Sicilia;Palermo
082065;San Mauro Castelverde;Isole;Sicilia;Palermo
082066;Santa Cristina Gela;Isole;Sicilia;Palermo
082067;Santa Flavia;Isole;Sicilia;Palermo
082068;Sciara;Isole;Sicilia;Palermo
082069;Sclafani Bagni;Isole;Sicilia;Palermo
082070;Termini Imerese;Isole;Sicilia;Palermo
082071;Terrasini;Isole;Sicilia;Palermo
082072;Torretta;Isole;Sicilia;Palermo
082073;Trabia;Isole;Sicilia;Palermo
082074;Trappeto;Isole;Sicilia;Palermo
082075;Ustica;Isole;Sicilia;Palermo
082076;Valledolmo;Isole;Sicilia;Palermo
082077;Ventimiglia di Sicilia;Isole;Sicilia;Palermo
082078;Vicari;Isole;Sicilia;Palermo
082079;Villabate;Isole;Sicilia;Palermo
082080;Villafrati;Isole;Sicilia;Palermo
082081;Scillato;Isole;Sicilia;Palermo
082082;Blufi;Isole;Sicilia;Palermo
083001;Alcara li Fusi;Isole;Sicilia;Messina
083002;Alì;Isole;Sicilia;Messina
083003;Alì Terme;Isole;Sicilia;Messina
083004;Antillo;Isole;Sicilia;Messina
083005;Barcellona Pozzo di Gotto;Isole;Sicilia;Messina
083006;Basicò;Isole;Sicilia;Messina
083007;Brolo;Isole;Sicilia;Messina
083008;Capizzi;Isole;Sicilia;Messina
083009;Capo d'Orlando;Isole;Sicilia;Messina
083010;Capri Leone;Isole;Sicilia;Messina
083011;Caronia;Isole;Sicilia;Messina
083012;Casalvecchio Siculo;Isole;Sicilia;Messina
083013;Castel di Lucio;Isole;Sicilia;Messina
083014;Castell'Umberto;Isole;Sicilia;Messina
083015;Castelmola;Isole;Sicilia;Messina
083016;Castroreale;Isole;Sicilia;Messina
083017;Cesarò;Isole;Sicilia;Messina
083018;Condrò;Isole;Sicilia;Messina
083019;Falcone;Isole;Sicilia;Messina
083020;Ficarra;Isole;Sicilia;Messina
083021;Fiumedinisi;Isole;Sicilia;Messina
083022;Floresta;Isole;Sicilia;Messina
083023;Fondachelli-Fantina;Isole;Sicilia;Messina
083024;Forza d'Agrò;Isole;Sicilia;Messina
083025;Francavilla di Sicilia;Isole;Sicilia;Messina
083026;Frazzanò;Isole;Sicilia;Messina
083027;Furci Siculo;Isole;Sicilia;Messina
083028;Furnari;Isole;Sicilia;Messina
083029;Gaggi;Isole;Sicilia;Messina
083030;Galati Mamertino;Isole;Sicilia;Messina
083031;Gallodoro;Isole;Sicilia;Messina
083032;Giardini-Naxos;Isole;Sicilia;Messina
083033;Gioiosa Marea;Isole;Sicilia;Messina
083034;Graniti;Isole;Sicilia;Messina
083035;Gualtieri Sicaminò;Isole;Sicilia;Messina
083036;Itala;Isole;Sicilia;Messina
083037;Leni;Isole;Sicilia;Messina
083038;Letojanni;Isole;Sicilia;Messina
083039;Librizzi;Isole;Sicilia;Messina
083040;Limina;Isole;Sicilia;Messina
083041;Lipari;Isole;Sicilia;Messina
083042;Longi;Isole;Sicilia;Messina
083043;Malfa;Isole;Sicilia;Messina
083044;Malvagna;Isole;Sicilia;Messina
083045;Mandanici;Isole;Sicilia;Messina
083046;Mazzarrà Sant'Andrea;Isole;Sicilia;Messina
083047;Merì;Isole;Sicilia;Messina
083048;Messina;Isole;Sicilia;Messina
083049;Milazzo;Isole;Sicilia;Messina
083050;Militello Rosmarino;Isole;Sicilia;Messina
